case:concept:name,concept:name,repeat_count
declaration 94131,Declaration SUBMITTED by EMPLOYEE,2
declaration 94220,Declaration SUBMITTED by EMPLOYEE,2
declaration 94228,Declaration SUBMITTED by EMPLOYEE,2
declaration 94260,Declaration SUBMITTED by EMPLOYEE,2
declaration 94298,Declaration REJECTED by EMPLOYEE,2
declaration 94298,Declaration REJECTED by SUPERVISOR,2
declaration 94298,Declaration SUBMITTED by EMPLOYEE,2
declaration 94338,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 94338,Declaration SUBMITTED by EMPLOYEE,2
declaration 94345,Declaration SUBMITTED by EMPLOYEE,2
declaration 94361,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 94361,Declaration SUBMITTED by EMPLOYEE,2
declaration 94464,Declaration SUBMITTED by EMPLOYEE,2
declaration 94511,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 94511,Declaration SUBMITTED by EMPLOYEE,2
declaration 94660,Declaration SUBMITTED by EMPLOYEE,2
declaration 94681,Declaration SUBMITTED by EMPLOYEE,2
declaration 94811,Declaration SUBMITTED by EMPLOYEE,2
declaration 94823,Declaration SUBMITTED by EMPLOYEE,2
declaration 94981,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 94981,Declaration SUBMITTED by EMPLOYEE,2
declaration 94992,Declaration SUBMITTED by EMPLOYEE,2
declaration 95120,Declaration SUBMITTED by EMPLOYEE,2
declaration 95141,Declaration SUBMITTED by EMPLOYEE,2
declaration 95317,Declaration SUBMITTED by EMPLOYEE,2
declaration 95416,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 95416,Declaration SUBMITTED by EMPLOYEE,2
declaration 95592,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 95592,Declaration SUBMITTED by EMPLOYEE,2
declaration 95649,Declaration SUBMITTED by EMPLOYEE,2
declaration 95708,Declaration SUBMITTED by EMPLOYEE,2
declaration 95747,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 95747,Declaration SUBMITTED by EMPLOYEE,2
declaration 95823,Declaration APPROVED by PRE_APPROVER,2
declaration 95823,Declaration SUBMITTED by EMPLOYEE,2
declaration 95892,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 95892,Declaration SUBMITTED by EMPLOYEE,2
declaration 95925,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 95925,Declaration SUBMITTED by EMPLOYEE,2
declaration 95936,Declaration SUBMITTED by EMPLOYEE,2
declaration 95952,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 95952,Declaration SUBMITTED by EMPLOYEE,2
declaration 95995,Declaration SUBMITTED by EMPLOYEE,2
declaration 96028,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 96028,Declaration SUBMITTED by EMPLOYEE,2
declaration 96111,Declaration REJECTED by EMPLOYEE,2
declaration 96111,Declaration REJECTED by PRE_APPROVER,2
declaration 102464,Declaration REJECTED by EMPLOYEE,2
declaration 96220,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 96220,Declaration SUBMITTED by EMPLOYEE,2
declaration 96335,Declaration SUBMITTED by EMPLOYEE,2
declaration 96366,Declaration SUBMITTED by EMPLOYEE,2
declaration 96379,Declaration REJECTED by EMPLOYEE,2
declaration 96379,Declaration REJECTED by PRE_APPROVER,2
declaration 102508,Declaration SUBMITTED by EMPLOYEE,2
declaration 96403,Declaration SUBMITTED by EMPLOYEE,2
declaration 96448,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 96448,Declaration SUBMITTED by EMPLOYEE,2
declaration 96543,Declaration SUBMITTED by EMPLOYEE,2
declaration 96576,Declaration SUBMITTED by EMPLOYEE,2
declaration 96661,Declaration APPROVED by ADMINISTRATION,2
declaration 96661,Declaration SUBMITTED by EMPLOYEE,2
declaration 96670,Declaration SUBMITTED by EMPLOYEE,2
declaration 96684,Declaration SUBMITTED by EMPLOYEE,2
declaration 96720,Declaration SUBMITTED by EMPLOYEE,2
declaration 96770,Declaration APPROVED by ADMINISTRATION,2
declaration 96770,Declaration SUBMITTED by EMPLOYEE,2
declaration 96780,Declaration APPROVED by ADMINISTRATION,2
declaration 96780,Declaration SUBMITTED by EMPLOYEE,2
declaration 97025,Declaration SUBMITTED by EMPLOYEE,2
declaration 97056,Declaration SUBMITTED by EMPLOYEE,2
declaration 97087,Declaration SUBMITTED by EMPLOYEE,2
declaration 97103,Declaration REJECTED by ADMINISTRATION,2
declaration 97103,Declaration REJECTED by EMPLOYEE,2
declaration 102526,Declaration SUBMITTED by EMPLOYEE,2
declaration 97120,Declaration SUBMITTED by EMPLOYEE,2
declaration 97135,Declaration SUBMITTED by EMPLOYEE,2
declaration 97183,Declaration SUBMITTED by EMPLOYEE,2
declaration 97202,Declaration REJECTED by ADMINISTRATION,2
declaration 97202,Declaration REJECTED by EMPLOYEE,2
declaration 102546,Declaration REJECTED by EMPLOYEE,2
declaration 97408,Declaration APPROVED by ADMINISTRATION,2
declaration 97408,Declaration SUBMITTED by EMPLOYEE,2
declaration 97417,Declaration APPROVED by ADMINISTRATION,2
declaration 97417,Declaration SUBMITTED by EMPLOYEE,2
declaration 97426,Declaration APPROVED by ADMINISTRATION,2
declaration 97426,Declaration SUBMITTED by EMPLOYEE,2
declaration 97440,Declaration REJECTED by EMPLOYEE,2
declaration 97440,Declaration SUBMITTED by EMPLOYEE,2
declaration 97474,Declaration SUBMITTED by EMPLOYEE,2
declaration 97532,Declaration SUBMITTED by EMPLOYEE,2
declaration 97595,Declaration REJECTED by ADMINISTRATION,2
declaration 97595,Declaration REJECTED by EMPLOYEE,2
declaration 97595,Declaration SUBMITTED by EMPLOYEE,2
declaration 97623,Declaration APPROVED by ADMINISTRATION,2
declaration 97623,Declaration SUBMITTED by EMPLOYEE,2
declaration 97637,Declaration REJECTED by ADMINISTRATION,2
declaration 97637,Declaration REJECTED by EMPLOYEE,2
declaration 102546,Declaration SUBMITTED by EMPLOYEE,2
declaration 97686,Declaration SUBMITTED by EMPLOYEE,2
declaration 97700,Declaration SUBMITTED by EMPLOYEE,2
declaration 97718,Declaration APPROVED by ADMINISTRATION,2
declaration 97718,Declaration SUBMITTED by EMPLOYEE,2
declaration 97844,Declaration SUBMITTED by EMPLOYEE,2
declaration 97980,Declaration APPROVED by ADMINISTRATION,2
declaration 97980,Declaration SUBMITTED by EMPLOYEE,2
declaration 98073,Declaration APPROVED by ADMINISTRATION,2
declaration 98073,Declaration REJECTED by EMPLOYEE,2
declaration 102554,Declaration APPROVED by ADMINISTRATION,2
declaration 98152,Declaration SUBMITTED by EMPLOYEE,2
declaration 98248,Declaration SUBMITTED by EMPLOYEE,2
declaration 98331,Declaration APPROVED by ADMINISTRATION,2
declaration 98331,Declaration SUBMITTED by EMPLOYEE,2
declaration 98357,Declaration SUBMITTED by EMPLOYEE,2
declaration 98415,Declaration SUBMITTED by EMPLOYEE,2
declaration 98498,Declaration SUBMITTED by EMPLOYEE,2
declaration 98522,Declaration SUBMITTED by EMPLOYEE,2
declaration 98570,Declaration APPROVED by ADMINISTRATION,2
declaration 98570,Declaration SUBMITTED by EMPLOYEE,2
declaration 98637,Declaration SUBMITTED by EMPLOYEE,2
declaration 98733,Declaration SUBMITTED by EMPLOYEE,2
declaration 98799,Declaration SUBMITTED by EMPLOYEE,2
declaration 98829,Declaration SUBMITTED by EMPLOYEE,2
declaration 98896,Declaration SUBMITTED by EMPLOYEE,2
declaration 98995,Declaration SUBMITTED by EMPLOYEE,2
declaration 99019,Declaration APPROVED by ADMINISTRATION,2
declaration 99019,Declaration APPROVED by BUDGET OWNER,2
declaration 100197,Declaration FINAL_APPROVED by SUPERVISOR,2
declaration 100245,Declaration REJECTED by EMPLOYEE,2
declaration 102554,Declaration SUBMITTED by EMPLOYEE,2
declaration 100365,Declaration SUBMITTED by EMPLOYEE,2
declaration 100380,Declaration SUBMITTED by EMPLOYEE,2
declaration 102615,Declaration APPROVED by ADMINISTRATION,2
declaration 100399,Declaration REJECTED by EMPLOYEE,2
declaration 100399,Declaration REJECTED by SUPERVISOR,2
declaration 102615,Declaration SUBMITTED by EMPLOYEE,2
declaration 100433,Declaration REJECTED by EMPLOYEE,2
declaration 100433,Declaration SUBMITTED by EMPLOYEE,2
declaration 100553,Declaration APPROVED by ADMINISTRATION,2
declaration 100553,Declaration SUBMITTED by EMPLOYEE,2
declaration 100708,Declaration APPROVED by ADMINISTRATION,2
declaration 100708,Declaration SUBMITTED by EMPLOYEE,2
declaration 100816,Declaration SUBMITTED by EMPLOYEE,2
declaration 99019,Declaration SUBMITTED by EMPLOYEE,2
declaration 99040,Declaration APPROVED by ADMINISTRATION,2
declaration 99040,Declaration SUBMITTED by EMPLOYEE,2
declaration 99050,Declaration SUBMITTED by EMPLOYEE,2
declaration 102678,Declaration SUBMITTED by EMPLOYEE,2
declaration 102746,Declaration SUBMITTED by EMPLOYEE,2
declaration 102802,Declaration APPROVED by ADMINISTRATION,2
declaration 99197,Declaration SUBMITTED by EMPLOYEE,2
declaration 99212,Declaration APPROVED by ADMINISTRATION,2
declaration 99212,Declaration SUBMITTED by EMPLOYEE,2
declaration 99232,Declaration SUBMITTED by EMPLOYEE,2
declaration 99246,Declaration APPROVED by ADMINISTRATION,2
declaration 99246,Declaration SUBMITTED by EMPLOYEE,2
declaration 99495,Declaration REJECTED by EMPLOYEE,2
declaration 99495,Declaration SUBMITTED by EMPLOYEE,2
declaration 99574,Declaration REJECTED by ADMINISTRATION,2
