id,org:resource,concept:name,time:timestamp,org:role,case:Permit travel permit number,case:DeclarationNumber,case:Amount,case:RequestedAmount,case:Permit TaskNumber,case:Permit BudgetNumber,case:OriginalAmount,case:Permit ProjectNumber,case:concept:name,case:Permit OrganizationalEntity,case:travel permit number,case:Permit RequestedBudget,case:id,case:Permit ID,case:Permit id,case:BudgetNumber,case:Permit ActivityNumber,case:AdjustedAmount
st_step 56296_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-26 13:45:35+00:00,EMPLOYEE,travel permit number 56289,declaration number 56291,509.5473193089307,509.5473193089307,UNKNOWN,budget 6198,509.5473193089307,UNKNOWN,declaration 56290,organizational unit 65455,travel permit number 56289,314.35029494644334,declaration 56290,travel permit 56288,travel permit 56288,budget 146684,UNKNOWN,509.5473193089307
st_step 56295_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-26 14:03:38+00:00,ADMINISTRATION,travel permit number 56289,declaration number 56291,509.5473193089307,509.5473193089307,UNKNOWN,budget 6198,509.5473193089307,UNKNOWN,declaration 56290,organizational unit 65455,travel permit number 56289,314.35029494644334,declaration 56290,travel permit 56288,travel permit 56288,budget 146684,UNKNOWN,509.5473193089307
st_step 56297_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-27 08:49:04+00:00,SUPERVISOR,travel permit number 56289,declaration number 56291,509.5473193089307,509.5473193089307,UNKNOWN,budget 6198,509.5473193089307,UNKNOWN,declaration 56290,organizational unit 65455,travel permit number 56289,314.35029494644334,declaration 56290,travel permit 56288,travel permit 56288,budget 146684,UNKNOWN,509.5473193089307
fd_declaration 56290_17,SYSTEM,Request Payment,2018-07-27 09:23:04+00:00,UNDEFINED,travel permit number 56289,declaration number 56291,509.5473193089307,509.5473193089307,UNKNOWN,budget 6198,509.5473193089307,UNKNOWN,declaration 56290,organizational unit 65455,travel permit number 56289,314.35029494644334,declaration 56290,travel permit 56288,travel permit 56288,budget 146684,UNKNOWN,509.5473193089307
fd_declaration 56290_18,SYSTEM,Payment Handled,2018-07-31 17:30:57+00:00,UNDEFINED,travel permit number 56289,declaration number 56291,509.5473193089307,509.5473193089307,UNKNOWN,budget 6198,509.5473193089307,UNKNOWN,declaration 56290,organizational unit 65455,travel permit number 56289,314.35029494644334,declaration 56290,travel permit 56288,travel permit 56288,budget 146684,UNKNOWN,509.5473193089307
st_step 56322_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-31 10:23:05+00:00,EMPLOYEE,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
st_step 56323_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-31 10:23:08+00:00,ADMINISTRATION,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
st_step 56321_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-05 10:26:46+00:00,SUPERVISOR,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
rv_travel permit 56316_6,STAFF MEMBER,Start trip,2018-02-11 00:00:00+00:00,EMPLOYEE,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
rv_travel permit 56316_7,STAFF MEMBER,End trip,2018-02-13 00:00:00+00:00,EMPLOYEE,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
st_step 56324_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-07 15:11:51+00:00,EMPLOYEE,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
st_step 56325_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-07 15:11:56+00:00,ADMINISTRATION,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
st_step 56326_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-12 09:05:14+00:00,SUPERVISOR,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
fd_declaration 56319_17,SYSTEM,Request Payment,2018-04-01 19:16:29+00:00,UNDEFINED,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
fd_declaration 56319_18,SYSTEM,Payment Handled,2018-04-05 17:30:52+00:00,UNDEFINED,travel permit number 56317,declaration number 56320,1836.5608767199906,1836.5608767199906,task 427,budget 1812,1836.5608767199906,project 56318,declaration 56319,organizational unit 65460,travel permit number 56317,807.9282545614836,declaration 56319,travel permit 56316,travel permit 56316,budget 145077,UNKNOWN,1836.5608767199906
st_step 56333_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-31 16:11:34+00:00,EMPLOYEE,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
st_step 56335_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-31 16:11:36+00:00,ADMINISTRATION,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
st_step 56334_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-02 09:04:58+00:00,SUPERVISOR,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
rv_travel permit 56327_6,STAFF MEMBER,Start trip,2018-05-27 00:00:00+00:00,EMPLOYEE,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
rv_travel permit 56327_7,STAFF MEMBER,End trip,2018-06-01 00:00:00+00:00,EMPLOYEE,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
st_step 56339_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-11 14:36:42+00:00,EMPLOYEE,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
st_step 56341_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-06-11 14:36:45+00:00,ADMINISTRATION,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
st_step 56340_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-06-11 15:07:17+00:00,SUPERVISOR,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
fd_declaration 56331_17,SYSTEM,Request Payment,2018-06-12 09:13:23+00:00,UNDEFINED,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
fd_declaration 56331_18,SYSTEM,Payment Handled,2018-06-14 17:31:31+00:00,UNDEFINED,travel permit number 56328,declaration number 56332,638.3711703008003,638.3711703008003,task 427,budget 1399,638.3711703008003,project 1400,declaration 56331,organizational unit 65455,travel permit number 56328,2123.103610557164,declaration 56331,travel permit 56327,travel permit 56327,budget 146776,UNKNOWN,638.3711703008003
st_step 56358_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-06 10:04:29+00:00,EMPLOYEE,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
st_step 56357_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-02-06 10:04:33+00:00,ADMINISTRATION,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
st_step 56356_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-08 11:11:01+00:00,SUPERVISOR,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
rv_travel permit 56352_6,STAFF MEMBER,Start trip,2018-05-06 00:00:00+00:00,EMPLOYEE,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
rv_travel permit 56352_7,STAFF MEMBER,End trip,2018-05-07 00:00:00+00:00,EMPLOYEE,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
st_step 56359_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-05-24 08:48:49+00:00,EMPLOYEE,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
st_step 56361_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-05-24 08:52:21+00:00,ADMINISTRATION,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
st_step 56360_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-05-29 14:03:49+00:00,SUPERVISOR,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
fd_declaration 56354_17,SYSTEM,Request Payment,2018-06-04 19:13:24+00:00,UNDEFINED,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
fd_declaration 56354_18,SYSTEM,Payment Handled,2018-06-07 17:31:37+00:00,UNDEFINED,travel permit number 56353,declaration number 56355,247.88670952754634,247.88670952754634,task 427,budget 722,247.88670952754634,project 723,declaration 56354,organizational unit 65456,travel permit number 56353,232.019612437533,declaration 56354,travel permit 56352,travel permit 56352,budget 146801,UNKNOWN,247.88670952754634
st_step 56400_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-15 13:13:40+00:00,EMPLOYEE,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
st_step 56398_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-02-15 13:13:48+00:00,ADMINISTRATION,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
st_step 56399_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-22 08:36:29+00:00,SUPERVISOR,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
rv_travel permit 56392_6,STAFF MEMBER,Start trip,2018-05-23 00:00:00+00:00,EMPLOYEE,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
rv_travel permit 56392_7,STAFF MEMBER,End trip,2018-05-27 00:00:00+00:00,EMPLOYEE,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
st_step 56401_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-05 13:07:33+00:00,EMPLOYEE,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
st_step 56403_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-06-06 13:55:48+00:00,ADMINISTRATION,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
st_step 56402_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-06-07 17:09:05+00:00,SUPERVISOR,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
fd_declaration 56394_17,SYSTEM,Request Payment,2018-06-12 09:00:39+00:00,UNDEFINED,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
fd_declaration 56394_18,SYSTEM,Payment Handled,2018-06-14 17:31:31+00:00,UNDEFINED,travel permit number 56393,declaration number 56395,205.28796376940267,205.28796376940267,task 427,budget 1969,205.28796376940267,project 36020,declaration 56394,organizational unit 65456,travel permit number 56393,795.2272278734448,declaration 56394,travel permit 56392,travel permit 56392,budget 145176,UNKNOWN,205.28796376940267
st_step 56440_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-20 08:00:13+00:00,EMPLOYEE,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
st_step 56441_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-02-20 08:00:17+00:00,ADMINISTRATION,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
st_step 56439_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-21 15:38:23+00:00,SUPERVISOR,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
rv_travel permit 56435_6,STAFF MEMBER,Start trip,2018-04-08 00:00:00+00:00,EMPLOYEE,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
rv_travel permit 56435_7,STAFF MEMBER,End trip,2018-04-13 00:00:00+00:00,EMPLOYEE,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
st_step 56442_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-16 10:15:57+00:00,EMPLOYEE,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
st_step 56443_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-16 10:16:06+00:00,ADMINISTRATION,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
st_step 56444_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-04-18 14:37:25+00:00,SUPERVISOR,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
fd_declaration 56437_17,SYSTEM,Request Payment,2018-05-15 10:18:50+00:00,UNDEFINED,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
fd_declaration 56437_18,SYSTEM,Payment Handled,2018-05-17 17:31:34+00:00,UNDEFINED,travel permit number 56436,declaration number 56438,1243.624469470179,1243.624469470179,task 427,budget 565,1243.624469470179,project 4744,declaration 56437,organizational unit 65456,travel permit number 56436,1747.774802802788,declaration 56437,travel permit 56435,travel permit 56435,budget 145911,UNKNOWN,1243.624469470179
st_step 56477_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-20 09:51:32+00:00,EMPLOYEE,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
st_step 56478_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-02-20 09:51:44+00:00,ADMINISTRATION,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
st_step 56476_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-20 10:00:23+00:00,SUPERVISOR,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
rv_travel permit 56472_6,STAFF MEMBER,Start trip,2018-03-26 00:00:00+00:00,EMPLOYEE,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
rv_travel permit 56472_7,STAFF MEMBER,End trip,2018-03-28 00:00:00+00:00,EMPLOYEE,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
st_step 56481_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-07 16:15:57+00:00,EMPLOYEE,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
st_step 56480_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-07 16:19:02+00:00,ADMINISTRATION,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
st_step 56479_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-04-09 12:10:10+00:00,SUPERVISOR,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
fd_declaration 56474_17,SYSTEM,Request Payment,2018-04-10 10:46:43+00:00,UNDEFINED,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
fd_declaration 56474_18,SYSTEM,Payment Handled,2018-04-12 17:31:11+00:00,UNDEFINED,travel permit number 56473,declaration number 56475,362.31611413322173,362.31611413322173,task 427,budget 1327,362.31611413322173,project 34864,declaration 56474,organizational unit 65466,travel permit number 56473,485.57186494349,declaration 56474,travel permit 56472,travel permit 56472,budget 146720,UNKNOWN,362.31611413322173
st_step 56513_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-22 10:11:38+00:00,EMPLOYEE,travel permit number 56508,declaration number 56510,1040.8425674912392,1040.8425674912392,UNKNOWN,budget 565,1040.8425674912392,UNKNOWN,declaration 56509,organizational unit 65456,travel permit number 56508,335.74389199252164,declaration 56509,travel permit 56507,travel permit 56507,budget 145911,UNKNOWN,1040.8425674912392
st_step 56511_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-02-22 10:31:03+00:00,ADMINISTRATION,travel permit number 56508,declaration number 56510,1040.8425674912392,1040.8425674912392,UNKNOWN,budget 565,1040.8425674912392,UNKNOWN,declaration 56509,organizational unit 65456,travel permit number 56508,335.74389199252164,declaration 56509,travel permit 56507,travel permit 56507,budget 145911,UNKNOWN,1040.8425674912392
st_step 56512_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-27 09:03:13+00:00,SUPERVISOR,travel permit number 56508,declaration number 56510,1040.8425674912392,1040.8425674912392,UNKNOWN,budget 565,1040.8425674912392,UNKNOWN,declaration 56509,organizational unit 65456,travel permit number 56508,335.74389199252164,declaration 56509,travel permit 56507,travel permit 56507,budget 145911,UNKNOWN,1040.8425674912392
rv_travel permit 56507_6,STAFF MEMBER,Start trip,2018-04-08 00:00:00+00:00,EMPLOYEE,travel permit number 56508,declaration number 56510,1040.8425674912392,1040.8425674912392,UNKNOWN,budget 565,1040.8425674912392,UNKNOWN,declaration 56509,organizational unit 65456,travel permit number 56508,335.74389199252164,declaration 56509,travel permit 56507,travel permit 56507,budget 145911,UNKNOWN,1040.8425674912392
rv_travel permit 56507_7,STAFF MEMBER,End trip,2018-04-13 00:00:00+00:00,EMPLOYEE,travel permit number 56508,declaration number 56510,1040.8425674912392,1040.8425674912392,UNKNOWN,budget 565,1040.8425674912392,UNKNOWN,declaration 56509,organizational unit 65456,travel permit number 56508,335.74389199252164,declaration 56509,travel permit 56507,travel permit 56507,budget 145911,UNKNOWN,1040.8425674912392
